REGISTRATION DATE,NAME,ADDL CO INFO,ADDRESS 1,ADDRESS 2,CITY,STATE,ZIP
12/23/2015,NYC DEPARTMENT OF CORRECTION,,75-20 ASTORIA BLVD SUITE 350,,EAST ELMHURST,NY,11370
2/9/2016,ST. CLAIR P.D.,CITY OF ST. CLAIR,1 PAUL PARKS DR.,,SAINT CLAIR,MO,63077
1/11/2016,(B6),MUSKOGEE POLICE DEPARTMENT,"501 N MAIN, STE 119 (PHYSICAL)",112 S 3RD STREET (MAILING),MUSKOGEE,OK,74401
12/4/2015,(B6),MCALESTER POLICE DEPARTMENT,28 E. WASHINGTON,,MCALESTER,OK,74501
12/14/2015,(B6),HOBART POLICE DEPARTMENT,204 NORTH LINCOLN,,HOBART,OK,73651
2/22/2016,STATE OF ALASKA DEPT. OF CORRECTIONS,,1400 E. THIRD AVE,,ANCHORAGE,AK,99501
1/14/2016,ATTICA CITY POLICE DEPT.,,200 S. MCDONALD ST.,,ATTICA,IN,47918
12/16/2015,(B6),DAVIS POLICE DEPARTMENT,403 EAST MINNIE,,DAVIS,OK,73030
12/30/2015,"USDA FOREST SERVICE, MT",REXFORD RANGER DISTRICT-KOOTENAI NF,ATTN: K-9 UNIT,949 US HWY 93N,EUREKA,MT,59917
12/15/2015,(B6),CITY OF CHICKASHA POLICE DEPARTMENT,2001 W IOWA AVE,,CHICKASHA,OK,73018
12/15/2015,PRESTONSBURG POLICE DEPARTMENT,,200 NORTH LAKE DRIVE,,PRESTONSBURG,KY,41653
1/19/2016,ESSEX COUNTY SHERIFF'S DEPT.,(B6) K9 UNIT,20 MANNING AVE.,ATTN DEP. (B6) / LT. (B6),MIDDLETON,MA,01949
2/1/2016,ECTOR COUNTY I.S.D POLICE DEPT. K-9 DIV,,809 W CLEMENTS ST.,,ODESSA,TX,79763
1/28/2016,TOWN OF DALE POLICE DEPARTMENT,,103 SOUTH WALLACE STREET,,DALE,IN,47523
12/21/2015,(B6),CITY OF SHAWNEE,16 W 9TH ST,,SHAWNEE,OK,74801
12/17/2015,HAMDEN POLICE DEPARTMENT,K-9 UNIT,2900 DIXWELL AVE,,HAMDEN,CT,06518
3/17/2016,HAYWOOD COUNTY SHERIFF'S OFFICE,,1620 BROWN AVE.,,WAYNESVILLE,NC,28786
3/7/2016,(B6),HYDRO POLICE DEPARTMENT,105 WEST 5TH,,HYDRO,OK,73048
1/21/2016,PUEBLO COUNTY SHERIFF'S OFFICE,,909 COURT ST,,PUEBLO,CO,81003
2/4/2016,CALIFORNIA UNIVERSITY OF PA POLICE,ATTN: K-9 UNIT / (B6),250 UNIVERSITY AVENUE,,CALIFORNIA,PA,15419
1/11/2016,ZAPATA COUNTY I.S.D. POLICE DEPT,ATTN: K-9 UNIT,1302 GLENN STREET,,ZAPATA,TX,78076
1/26/2016,ANKENY POLICE DEPARTMENT,,411 SW ORDNANCE RD,,ANKENY,IA,50023
1/7/2016,US FISH & WILDLIFE SERVICES MCRNWRC,ATTN: K-9 UNIT / (B6),64 MAPLE STREET,,BURBANK,WA,99323
3/11/2016,LEWIS COUNTY SHERIFFS DEPARTMENT,,112 SECOND ST,SUITE 102,VANCEBURG,KY,41179
1/15/2016,USDA FOREST SERVICE,UWHARRIE NATIONAL FOREST,789 NC 24/27,,TROY,NC,27371
4/29/1999,MC HENRY COUNTY SHERIFF'S,,NARCOTICS DIVISION,2200 N SEMINARY AVENUE,WOODSTOCK,IL,60098
6/9/2008,ONTARIO-OREGON DEPT OF CORRECTIONS,SIU K9,777 STANTON BLVD,,ONTARIO,OR,97914
6/9/2008,UMATILLA-OREGON DEPT OF CORRECTIONS,SIU K-9,82911 BEACH ACCESS ROAD,,UMATILLA,OR,97882
1/30/2008,COEUR D'ALENE POLICE DEPARTMENT,,3818 SCHREIBER WAY,,COEUR D ALENE,ID,83815
6/11/2008,DODGE STATE PRISON,GEORGIA DEPT. OF CORRECTIONS,2971 OLD BETHEL RD,P.O. BOX 276,CHESTER,GA,31012
10/17/2008,TENNESSEE HIGHWAY PATROL,,283 STEWARTS FERRY PIKE,,NASHVILLE,TN,37214
11/12/2015,(B6),TOWN OF OOLOGAH POLICE DEPARTMENT,225 W ALTA AVE,,OOLOGAH,OK,74053
12/10/2015,LIPOMED,,ONE BROADWAY 8TH FLOOR,,CAMBRIDGE,MA,02142
5/20/2015,OSCEOLA COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,325 W. UPTON AVE.,,REED CITY,MI,49677
7/10/2015,(B6),UNIV OF CA- SAN FRANCISCO,"1450 3RD STREET, ROOM HD483",,SAN FRANCISCO,CA,94158
6/15/2015,ALACHUA COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,101 NE 35TH AVENUE,,GAINESVILLE,FL,32609
4/23/2015,"AGRICULTURAL RESEARCH PROGRAMS,PROFESSOR (B6)",PURDUE UNIVERSITY,8343 US 231 SOUTH,THROCKMORTON PURDUE AGRICULTURAL CENTER,LAFAYETTE,IN,47909
6/17/2015,"UNIVERSITY OF VERMONT,,",,146 LINE ROAD,,ALBURGH,VT,05440
7/16/2015,(B6),UNIVERSITY OF HAWAII JABSOM,651 ILALO STREET BSB222,BSB 222,HONOLULU,HI,96813
6/24/2015,(B6),STRONG MEMORIAL HOSPITAL PHARMACY DEPT,"601 ELMWOOD AVENUE, ROOM 5-6725",BOX 638,ROCHESTER,NY,14642
6/12/2015,(B6),"TULSA POLICE DEPT, ATTN:K-9 UNIT",6066 E. 66TH ST. N.,,TULSA,OK,74117
6/12/2015,GRAVES COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,101 EAST SOUTH STREET,,MAYFIELD,KY,42066
7/29/2015,RICHLAND COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,413 3RD AVENUE N,,WAHPETON,ND,58075
4/27/2015,HANCOCK COUNTY SHERIFFS DEPT,"ATTN: K-9 UNIT, (B6)",123 EAST MAIN STREET,,GREENFIELD,IN,46140
4/24/2015,LAKE CITY POLICE DEPARTMENT K-9 UNIT,,202 KELLEY STREET,PO BOX 1329,LAKE CITY,SC,29560
4/10/2015,FRANKLIN COUNTY SHERIFFS DEPT.,ATTN: K-9 UNIT,371 MAIN STREET,,BROOKVILLE,IN,47012
5/7/2015,GAINESVILLE POLICE DEPARTMENT,ATTN: PROPERTY AND EVIDENCE,515 NW 8TH AVENUE,,GAINESVILLE,FL,32627
7/16/2015,POCOMOKE CITY POLICE DEPT,ATTN: K-9 UNIT,1500 MARKET STREET,,POCOMOKE CITY,MD,21851
6/30/2015,FLORIDA DEPARTMENT OF CORRECTIONS,SOUTH FLORIDA RECEPTION CENTER,CANINE UNIT,14000 NW 41ST ST,DORAL,FL,33178
6/29/2015,AUBREY ISD POLICE DEPARTMENT,(B6),510 SPRING HILL,,AUBREY,TX,76227
6/3/2015,KALAMAZOO PUBLIC SAFETY,ATTN: K-9 UNIT,1005 GULL ROAD,,KALAMAZOO,MI,49048
5/29/2015,RED LODGE POLICE DEPARTMENT,ATTN: K-9 UNIT,1 SOUTH PLATT,,RED LODGE,MT,59068
5/1/2015,WESTON COUNTY SHERIFF,ATTN: K-9 UNIT,25 NORTH SUMNER AVE,,NEWCASTLE,WY,82701
4/16/2015,TOWN OF CHINA GROVE,ATTN: K-9 UNIT,205 SWINK STREET,,CHINA GROVE,NC,28023
5/22/2015,(B6),MIDWEST CITY POLICE DEPT,100 N. MIDWEST BLVD.,,MIDWEST CITY,OK,73110
10/7/2015,UNITED STATES DEPT OF THE INTERIOR,BUREAU OF LAND MANAGEMENT,ATTN: K-9 UNIT / (B6),355 HEMSTED DRIVE,REDDING,CA,96002
5/26/2015,LAFOURCHE PARISH SHERIFF'S OFFICE,ATTN: K-9 UNIT,805 CRESENT BLVD.,,LOCKPORT,LA,70374
6/22/2015,MORGANTON DEPT OF PUBLIC SAFETY,ATTN: K-9 UNIT / (B6),304 SOUTH COLLEGE STREET,,MORGANTON,NC,28655
4/23/2015,TONTO APACHE TRIBAL POLICE,TONTO APACHE RESERVATION #30,ATTN: K-9 UNIT / (B6),,PAYSON,AZ,85541
5/5/2015,WICHITA COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,"900 7TH STREET, RM 100",,WICHITA FALLS,TX,76301
1/21/2016,(B6),UNIVERSITY OF RI COLLEGE OF PHARMACY,7 GREENHOUSE ROAD,,KINGSTON,RI,02881
6/30/2015,ARKANSAS COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT / (B6),302 SOUTH COLLEGE,,STUTTGART,AR,72160
5/12/2015,BERRIEN COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,500 COUNTY FARM ROAD,,NASHVILLE,GA,31639
5/5/2015,(B6),GARFIELD COUNTY SHERIFF'S DEPT,1020 S 10TH,,ENID,OK,73701
6/30/2015,WARD COUNTY SHERIFFS DEPARTMENT,ATTN: K-9 UNIT,300 E. 4TH,,MONAHANS,TX,79756
5/16/2015,PACESETTER K9 LLC,,555 COUNTY ROAD 200,,LIBERTY HILL,TX,78642
5/1/2015,VALLEY CENTER POLICE,ATTN: K-9 UNIT,616 E 5TH,,VALLEY CENTER,KS,67147
10/26/2011,MOLINE POLICE DEPARTMENT,ATTN: K-9 UNIT,1640 6TH AVE,,MOLINE,IL,61265
12/13/2011,BLACK TOOTH K-9 SOLUTIONS LLC,"ATTN: (B6), CANINE HANDLER",1224 ROSEWOOD CT,,SHERIDAN,WY,82801
11/17/2011,MONTROSE COUNTY SHERIFF'S OFFICE,"ATTN: K-9 UNIT, (B6)",1200 NORTH GRAND AVENUE,,MONTROSE,CO,81401
12/13/2011,MASON COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,210 WESTMORELAND STREET,P O BOX 391,MASON,TX,76856
10/17/2011,DODGE COUNTY SHERIFF'S OFFICE,ATTN: (B6),428 N. BROAD STREET,,FREMONT,NE,68025
1/20/2012,BUREAU OF LAND MANAGEMENT,,301 DINOSAUR TRAIL,,SANTA FE,NM,87508
10/27/2011,LAMAR POLICE DEPARTMENT,,437 WEST MAIN STREET,P.O. BOX 700,LAMAR,AR,72846
2/24/2012,(B6),,(B6),(B6),BERLIN,NJ,08009
2/12/2013,LAKE CITY POLICE DEPARTMENT,ATTN: K-9 UNIT,225 NW MAIN BOULEVARD,,LAKE CITY,FL,32055
11/30/2011,BREMEN POLICE DEPARTMENT,ATTN: K-9 UNIT,123 S. CENTER ST.,,BREMEN,IN,46506
10/28/2011,RUSK POLICE DEPARTMENT,(B6),197 SOUTH MAIN ST,,RUSK,TX,75785
11/28/2011,EAST LYME POLICE DEPARTMENT,ATTN: K-9 UNIT,278 MAIN STREET,,NIANTIC,CT,06357
12/7/2011,HARRIS COUNTY CONSTABLE PRECINCT FIVE,ATTN: K9 UNIT,17423 KATY FREEWAY,,HOUSTON,TX,77094
2/29/2012,"STERICYCLE, INC",,6264 CROOKED CREEK RD,STE 11,NORCROSS,GA,30092
10/8/2014,(B6),ALFALFA COUNTY SHERIFF'S OFFICE,300 S GRAND AVENUE,,CHEROKEE,OK,73728
10/17/2014,U.S. FISH & WILDLIFE SERVICE,CHARLES M. RUSSELL NATIONAL WILDLIFE REFUGE,"ATTN: OFFICER (B6), CANINE HANDLER","SAND CREEK FS, 8407 HIGHWAY 191 NORTH",ROY,MT,59471
1/8/2015,PAWNEE COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,116 WEST 8TH STREET,,LARNED,KS,67550
11/20/2014,(B6),DISTRICT SIX DRUG TASK FORCE,101 S 11TH,,DUNCAN,OK,73533
1/9/2015,MOUNT PLEASANT POLICE DEPARTMENT,ATTN: K-9 UNIT,204 EAST WASHINGTON ST.,,MOUNT PLEASANT,IA,52641
2/2/2015,(B6),UNIVERSITY OF LOUISVILLE KCPCRU,231 EAST CHESTNUT ST 6 FLOOR PHARMACY,,LOUISVILLE,KY,40202
10/7/2015,(B6),UNIVERSITY OF VERMONT MEDICAL CENTER,111 COLCHESTER AVE BAIRD 418,,BURLINGTON,VT,05401
10/27/2014,CITY OF FULTON POLICE DEPARTMENT,K-9 HANDLER (B6),141 S. FIRST STREET,,FULTON,NY,13069
11/6/2014,SODA SPRINGS POLICE DEPARTMENT,ATTN: K-9 UNIT,159 E. 2ND S #1,,SODA SPRINGS,ID,83276
10/31/2014,AUSTIN INDEPENDENT SCHOOL DISTRICT POLICE DEPT,ATTN: K-9 UNIT,1111 W. 6TH STREET,SUITE C-120,AUSTIN,TX,78703
12/19/2014,HOUMA POLICE DEPARTMENT,ATTN: K-9 UNIT,500 HONDURAS STREET,,HOUMA,LA,70360
11/4/2014,UNION CITY POLICE DEPARTMENT,ATTN: K-9 UNIT,219 S. HOWARD STREET,,UNION CITY,IN,47390
10/23/2014,BENTON COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,174 WEST WASHINGTON STREET,,WARSAW,MO,65355
11/10/2014,TULIA POLICE DEPARTMENT,,ATTN: K-9 UNIT,201 NORTH MAXWELL,TULIA,TX,79088
10/20/2014,CAMDEN COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,209 E. 4TH STREET,PO BOX 699,WOODBINE,GA,31569
3/10/2015,CENTERVILLE POLICE DEPARTMENT,ATTN: K-9 UNIT,5247 US40 WEST,PO BOX 125,CENTERVILLE,IN,47330
10/15/2014,PORT AUTHORITY OF NY/NJ PD,ATTN: K-9 UNIT / (B6),D-35 8TH FLOOR,99 10TH AVENUE,NEW YORK,NY,10011
11/17/2014,(B6),UNIVERSITY OF HAWAII,2727 WOODLAWN DRIVE,,HONOLULU,HI,96822
12/15/2014,CROWN POINT POLICE DEPARTMENT,ATTN: K-9 UNIT,124 NORTH EAST STREET,,CROWN POINT,IN,46307
11/12/2014,TOMBALL POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),400 FANNIN,,TOMBALL,TX,77375
12/3/2014,(B6),KEYES POLICE DEPARTMENT,400 MONROE,PO BOX 121,KEYES,OK,73947
2/26/2015,STONY BROOK                                              (B6),(B6),BST LEVEL 1 ROOM 223,"HEALTH SCIENCE CENTER, SUNY",STONY BROOK,NY,11794
6/30/2015,"INSYS THERAPEUTICS, INC.",,2700 OAKMONT,,ROUND ROCK,TX,78665
2/6/2015,RIDGELY POLICE DEPARTMENT,ATTN: K-9 UNIT,2 CENTRAL AVENUE,,RIDGELY,MD,21660
3/5/2015,JEFFERSON COUNTY SHERIFF,ATTN: K-9 UNIT,317 WALNUT STREET,,MADISON,IN,47250
12/12/2014,NICOLLET COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT,501 S. MINNESOTA AVE.,,SAINT PETER,MN,56082
1/16/2015,JEROME COUNTY SHERIFF,ATTN: K-9 UNIT,300 NORTH LINCOLN,,JEROME,ID,83338
2/27/2015,(B6),UNIV OF ALABAMA HOSPITALS PHARMACY,1802 6TH AVENUE SOUTH,ROOM 3470,BIRMINGHAM,AL,35249
2/27/2015,(B6),CHILDRENS HOSPITAL PHARMACY DEPARTMENT,1600 7TH AVENUE SOUTH,,BIRMINGHAM,AL,35233
2/1/2016,(B6),,(B6),,IDAHO FALLS,ID,83404
6/15/2015,HAWKINS COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT / (B6),117 JUSTICE CENTER DRIVE,,ROGERSVILLE,TN,37857
12/5/2014,NORTHSIDE ISD POLICE DEPARTMENT,ATTN: K-9 UNIT,5619 GRISSOM ROAD,,SAN ANTONIO,TX,78238
12/16/2014,WESTVILLE POLICE DEPARTMENT,ATTN: K-9 UNIT,200 WASHINGTON AVENUE,,WESTVILLE,IL,61883
1/29/2015,EXP PHARMACEUTICAL SERVICES CORP.,,48021 WARM SPRINGS BLVD.,,FREMONT,CA,94539
11/20/2014,(B6),CACHE POLICE DEPARTMENT,K-9 HANDLER,404 WEST C AVENUE,CACHE,OK,73527
11/20/2014,ARKANSAS LAW ENFORCEMENT TRAINING ACADEMY,ATTN: K-9 UNIT,6373 HUSSEY ROAD,PO BOX 3106,CAMDEN,AR,71711
10/28/2014,BURLINGTON POLICE DEPARTMENT,ATTN: K-9 UNIT,267 WEST FRONT STREET,,BURLINGTON,NC,27215
11/6/2014,BUTTE-SILVER BOW LAW ENFORCEMENT,ATTN: K-9 UNIT,225 NORTH ALASKA STREET,,BUTTE,MT,59701
1/26/2015,RADFORD CITY POLICE DEPARTMENT,ATTN: K-9 UNIT,20 ROBERTSON STREET,,RADFORD,VA,24141
2/2/2015,(B6),UNIV OF ILLINOIS AT CHICAGO,1853 W POLK ST,MC 868 RM 411,CHICAGO,IL,60612
11/21/2014,ST. JOHNS POLICE DEPARTMENT,ATTN: K-9 UNIT,1190 W. CLEVELAND AVENUE,PO BOX 698,SAINT JOHNS,AZ,85936
11/20/2014,US FOREST SERVICE,ATTN: K-9 UNIT,50 HWY 145,,HARRISBURG,IL,62946
1/30/2015,(B6),,(B6),(B6),SACRAMENTO,CA,95816
4/15/2015,(B6),,(B6),,GULF BREEZE,FL,32561
4/20/2015,(B6),CHOP INVESTIGATIONAL DRUG SVC PHARMACY,34TH & CIVIC CENTER BLVD ROOM AW-19A,,PHILADELPHIA,PA,19104
12/3/2013,CORRECTIONS RECEPTION CENTER,,11271 STATE ROUTE 762,PO BOX 209,ORIENT,OH,43146
12/2/2013,WINDSOR LOCKS POLICE DEPT.,K-9 OFFICER (B6),4 VOLUNTEER DRIVE,,WINDSOR LOCKS,CT,06096
12/2/2013,(B6),GRADY COUNTY CRIMINAL JUSTICE AUTH,215 N 3RD,,CHICKASHA,OK,73018
8/18/2014,THOMASVILLE POLICE DEPARTMENT,K-9 UNIT,7 W. GUILFORD STREET,,THOMASVILLE,NC,27360
2/26/2014,(B6),CHILDREN HOSPITAL OF PHILADELPHIA,MAIN HOSPITAL- OUTPATIENT PHARMACY- ROOM AW1A19,34TH AND CIVIC CENTER BOULEVARD,PHILADELPHIA,PA,19104
1/3/2014,EUHARLEE POLICE DEPT,,30 BURGE'S MILL ROAD,,EUHARLEE,GA,30145
5/26/2015,EAST PENNSBORO TWP POLICE DEPT,EAST PENNSBORO TOWNSHIP POLICE DEPT,98 S. ENOLA DRIVE,,ENOLA,PA,17025
1/28/2014,CLAYTON COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,22680 230TH  STREET,,SAINT OLAF,IA,52072
1/10/2014,BELTRAMI COUNTY SHERIFFS OFFICE,,613 MINNESOTA AVENUE,,BEMIDJI,MN,56601
1/8/2014,(B6),JIM HAMILTON CORRECTIONAL CTR,53468 MINERAL SPRINGS ROAD,,HODGEN,OK,74939
1/28/2014,LENOIR POLICE DEPARTMENT,ATTN: K-9 UNIT,1035 WEST AVENUE,,LENOIR,NC,28645
1/14/2014,INDEPENDENCE POLICE DEPT,K-9 UNIT,875 VISTA AVE,,INDEPENDENCE,MO,64056
12/13/2013,(B6),NOBLE POLICE DEPARTMENT,115 N 2ND,P.O. BOX 557,NOBLE,OK,73068
2/27/2014,(B6),TULSA COUNTY SHERIFF'S OFFICE,303 W 1ST STREET,,TULSA,OK,74103
1/9/2014,LIVINGSTON PARISH SHERIFF'S OFFICE,(B6) (K-9 DIVISION),29225 WOODSIDE DRIVE,,WALKER,LA,70785
2/3/2014,VINTON POLICE DEPARTMENT,ATTN: K-9 UNIT,311 S. POLLARD STREET,,VINTON,VA,24179
1/8/2014,JOHNSON CITY POLICE DEPARTMENT,VILLAGE OF JOHNSON CITY,31 AVENUE C,,JOHNSON CITY,NY,13790
5/5/2014,(B6),SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,,SAN FRANCISCO,CA,94110
1/6/2014,(B6),NORMAN POLICE DEPARTMENT,4323 COUNTRY CLUB TERRACE,,NORMAN,OK,73072
1/29/2014,LEBANON POLICE DEPARTMENT,,401 SOUTH JEFFERSON,,LEBANON,MO,65536
1/28/2014,DUBOIS COUNTY SHERIFF DEPARTMENT,,255 BRUCKE STRASSE,,JASPER,IN,47546
2/12/2015,DANVILLE POLICE DEPARTMENT,ATTN: K-9 UNIT,445 WEST MAIN STREET,,DANVILLE,KY,40422
3/16/2015,LYNN HAVEN POLICE DEPT,ATTN: K-9 UNIT,1412 PENNSYLVANIA AVE,,LYNN HAVEN,FL,32444
7/23/2015,MORRICE POLICE DEPARTMENT,ATTN: K-9 UNIT,401 MAIN ST,P.O. BOX 247,MORRICE,MI,48857
8/31/2015,(B6),UC - DEPT OF NEUROLOGY,222 PIEDMONT AVE.,SUITE 3200,CINCINNATI,OH,45219
9/30/2015,(B6),MONTEFIORE MEDICAL CENTER MOSSES DIVISION,111 EAST 210TH PHARMACY DEPT,,BRONX,NY,10467
1/13/2016,(B6),GLADSTONE INSTITUTES,1650 OWENS STRET,,SAN FRANCISCO,CA,94158
2/24/2015,NEWMARKET POLICE DEPARTMENT,ATTN: K-9 UNIT,70 EXETER STREET,,NEWMARKET,NH,03857
2/23/2015,NEWBERRY POLICE DEPARTMENT K-9 UNIT,INTERIM CHIEF (B6),1507 NANCE STREET,PO BOX 538,NEWBERRY,SC,29108
3/2/2015,BAXTER POLICE DEPARTMENT,ATTN: K-9 UNIT,13190 MEMORYWOOD DRIVE,,BAXTER,MN,56425
3/24/2015,TAYLOR COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,203 N COURT STREET,,CAMPBELLSVILLE,KY,42718
6/4/2015,PECOS COUNTY SHERIFF'S OFFICE,ATTN: K-9 UNIT / (B6),301 WEST 5TH STREET,PO BOX 773,IRAAN,TX,79744
6/8/2015,(B6),UW: DEPT OF PHARMACEUTICS,"SCHOOL OF PHARMACY, BX 357610, HSB H272F",1959 NE PACIFIC ST,SEATTLE,WA,98195
6/22/2015,(B6),MEMORIAL HEALTH UNIVERSITY MEDICAL CTR,PHARMACY DEPARTMENT,4700 WATERS AVENUE,SAVANNAH,GA,31404
10/30/2015,SOUTH LONDONERRY TWP POLICE DEPT,ATTN: K-9 UNIT / (B6),20 WEST MARKET STREET,PO BOX 3,CAMPBELLTOWN,PA,17010
4/20/2015,WATFORD CITY POLICE DEPARTMENT,ATTN: K-9 UNIT,"213 2ND STREET, NE",,WATFORD CITY,ND,58854
3/25/2015,WEST TERRE HAUTE POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),500 WEST NATIONAL AVENUE,,WEST TERRE HAUTE,IN,47885
2/27/2015,CARIBOU COUNTY SHERIFFS OFFICE,ATTN: K-9 UNIT,475 E 2ND SOUTH,,SODA SPRINGS,ID,83276
8/31/2015,NORTH DAKOTA DEPARTMENT OF AGRICULTURE,,600 E BOULEVARD AVENUE,DEPARTMENT 602,BISMARCK,ND,58505
5/19/2015,ESSEX COUNTY SHERIFFS DEPT,LAWRENCE CORRECTIONAL ALTERNATIVE CENTER/(B6),165 MARSTON STREET,,LAWRENCE,MA,01841
8/4/2015,AKA ENTERPRISE LLC,DBA: IMPACT CANINE SOLUTIONS,9520 LA CANADA WAY,,SUNLAND,CA,91040
2/17/2015,(B6),OLUSTEE POLICE DEPT,105 WEST 4TH STREET,P O BOX 409,OLUSTEE,OK,73560
6/12/2015,EXETER POLICE DEPARTMENT,ATTN: K-9 UNIT,116 FRONT STREET,,EXETER,MO,65647
5/21/2015,KIMBALL POLICE DEPARTMENT,(HANDLER) (B6),219 S CHESTNUT STREET,,KIMBALL,NE,69145
4/24/2015,NEWARK POLICE DEPARTMENT,ATTN: K-9 UNIT,39 SOUTH 4TH STREET,,NEWARK,OH,43055
3/2/2015,(B6),BLAINE COUNTY SHERIFF'S,"205 N BURFORD, ATTN K9 UNIT",,WATONGA,OK,73772
3/13/2015,HURRICANE CITY POLICE DEPARTMENT,ATTN: K-9 UNIT,90 SOUTH 700 WEST,,HURRICANE,UT,84737
3/2/2015,SAUK COUNTY SHERIFFS DEPT,ATTN: K-9 UNIT,DEPUTY MATT BURCH,1300 LANGE COURT,BARABOO,WI,53913
2/25/2015,COLBY POLICE DEPARTMENT,ATTN: K-9 UNIT,225 N. COURT AVENUE,,COLBY,KS,67701
10/7/2015,(B6),MT SINAI BETH ISRAEL PHARMACY DEPT,330 EAST 17TH ST,LOBBY ROOM L5-53,NEW YORK,NY,10003
6/16/2015,(B6),UT HEALTH SCIENCE CENTER,8300 FLOYD CURL DRIVE,ROOM 103.02B,SAN ANTONIO,TX,78229
4/8/2015,COLEMAN COUNTY SHERIFFS DEPT,ATTN: K-9 UNIT,"100 LIVEOAK, STE 101",,COLEMAN,TX,76834
4/16/2015,CENTRAL CITY POLICE DEPT,ATTN: K-9 UIT,214 NORTH FIRST STREET,,CENTRAL CITY,KY,42330
4/13/2015,US DOJ DEA SEATTLE,ATTN: TFO / (B6),300 5TH AVE,STE 1300,SEATTLE,WA,98104
4/7/2015,JUPITER POLICE DEPARTMENT,ATTN: K-9 UNIT,210 MILITARY DRIVE,,JUPITER,FL,33458
5/26/2015,BEVERLY HILLS POLICE DEPARTMENT,ATTN: K-9 UNIT / (B6),464 N. REXFORD DRIVE,,BEVERLY HILLS,CA,90210
1/27/2009,PALATINE POLICE DEPARTMENT,ATTN:; K-9 UNIT,595 N HICKS RD,ROOM 1158,PALATINE,IL,60067
2/2/2009,WEST MONROE POLICE DEPARTMENT,,2301 NORTH  7TH STREET,,WEST MONROE,LA,71291
1/22/2009,(B6),EDMOND POLICE DEPT,TRAINING CENTER,7707 E DANFORTH ROAD,EDMOND,OK,73034
4/1/2009,UNION TOWNSHIP POLICE DEPT,ATTN: (B6),4312 GLEN-ESTE WITHAMSVILLE RD,,CINCINNATI,OH,45245
12/15/2008,INDIAN RIVER COUNTY SHERIFF OFFICE,SPECIAL OPERATIONS,4055 41ST AVENUE,,VERO BEACH,FL,32960
1/30/2009,BUFFALO POLICE DEPARTMENT,(B6) CHIEF OF POLICE,311 N. POPLAR STREET,P.O. BOX 410,BUFFALO,MO,65622
12/2/2008,(B6),PRYOR POLICE DEPARTMENT,214 SOUTH MILL STREET,,PRYOR,OK,74361
12/31/2008,DALLAS COUNTY SHERIFF'S OFFICE,,204 S POPLAR STREET,,BUFFALO,MO,65622
1/21/2009,LEXINGTON POLICE DEPT  K-9 UNIT,(B6) - CHIEF,111 MAIDEN LANE,PO BOX 397,LEXINGTON,SC,29071
6/8/2009,COLCHESTER POLICE DEPARTMENT,(B6),835 BLAKELY ROAD,PO BOX 37,COLCHESTER,VT,05446
12/7/2015,WEST BRIDGEWATER POLICE DEPARTMENT,,99 WEST CENTER ST,,WEST BRIDGEWATER,MA,02379
12/17/2015,DUNN COUNTY SHERIFF DEPT,ATTN: K-9 UNIT,205 OWENS STREET,,MANNING,ND,58642
1/4/2016,MOUNT LAUREL POLICE DEPARTMENT,,100 MOUNT LAUREL ROAD,,MOUNT LAUREL,NJ,08054
12/7/2015,LICKING POLICE DEPARTMENT,CITY OF LICKING,125 SOUTH MAIN STREET,,LICKING,MO,65542
11/9/2015,UNIDAD CANINA,DEPARTAMENTO DE POLICIA Y SEGURIDAD POLICIA MUNICIPIO DE SAN,URB SAN FRANCISCO CALLA A FINAL #178,,RIO PIEDRAS,PR,00927
11/3/2015,HANCOCK COUNTY SHERIFF'S OFFICE,,875 STATE ST,PO BOX 70,GARNER,IA,50438
2/11/2016,K9S ON PATROL SERVICES LLC,,4501 RIO GRANDE CARE ROAD,,EDINBURG,TX,78541
10/21/2015,CINCINNATI/NORTHERN KENTUCKY AIRPORT POLICE,,3222 TERMINAL DRIVE,,HEBRON,KY,41048
1/12/2016,TROPHY CLUB POLICE DEPARTMENT,,100 MUNICIPAL DRIVE,,TROPHY CLUB,TX,76262
11/3/2015,CHILDRESS POLICE DEPARTMENT,,315 COMMERCE,PO BOX 1087,CHILDRESS,TX,79201
11/17/2015,(B6),,(B6),(B6),SAN ANTONIO,TX,78217
