"Month","Date","Year","NAME","ADDL.CO.INFO","GeoAddress","City","State"
12,1,2015,"JAMES MADISON UNIVERSITY,,","(B6)","JAMES MADDISON UNIV BIOLOGY DEPT MSC-7801, 951 CARRIER DRIVE, HARRISONBURG, VA 22807","HARRISONBURG","VA"
2,12,2016,"BUTLER COUNTY SHERIFF'S OFFICE",NA,"451 NORTH 5TH STREET, DAVID CITY, NE 68632","DAVID CITY","NE"
11,19,2015,"COMAL COUNTY CONSTABLE PCT3",NA,"3079 W SAN ANTONIO ST, NEW BRAUNFELS, TX 78130","NEW BRAUNFELS","TX"
11,9,2015,"(B6)","DEL CITY POLICE DEPARTMENT","ATTN:  K-9 UNIT, 4517 SE 29TH ST, OKLAHOMA CITY, OK 73115","OKLAHOMA CITY","OK"
1,25,2016,"PEQUANNOCK TOWNSHIP POLICE DEPT","ATTN: K-9 UNIT","530 NEWARK POMPTON TURNPIKE, POMPTON PLAINS, NJ 7444","POMPTON PLAINS","NJ"
1,28,2016,"OREGON STATE UNIVERSITY,,","(B6)","OSU HYSLOP CROP SCIENCE FIELD RESEARCH LAB, 3455 NE GRANGER AVE, CORVALLIS, OR 97330","CORVALLIS","OR"
3,4,2016,"OCEANA POLICE DEPARTMENT","K-9 UNIT","RR 10; 1285 COOK PARKWAY, PO BOX 190, OCEANA, WV 24870","OCEANA","WV"
3,16,2016,"DEPARTMENT OF CORRECTION","POLK CORRECTIONAL INSTITUTION","10800 EVANS ROAD, POLK CITY, FL 33868","POLK CITY","FL"
12,14,2015,"CITY OF CRANE POLICE DEPARTMENT",NA,"115 W 6TH, CRANE, TX 79731","CRANE","TX"
3,7,2016,"DOUGLAS COUNTY SHERIFF'S OFFICE","ATTN: K-9","8470 EARL D LEE BLVD, DOUGLASVILLE, GA 30134","DOUGLASVILLE","GA"
2,9,2016,"MINNESOTA DEPARTMENT OF AGRICULTURE",NA,"601 ROBERT STREET, SAINT PAUL, MN 55155","SAINT PAUL","MN"
2,8,2016,"WESTMORELAND COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT /(B6)","2 NORTH MAIN STREET, GREENSBURG, PA 15601","GREENSBURG","PA"
12,10,2015,"(B6)","MUSCOGEE CREED NATION TRIBAL POLICE","2200 ALLIGATOR TRAIL, K-9 UNIT, PO BOX 580, OKMULGEE, OK 74447","OKMULGEE","OK"
11,30,2015,"SEYMOUR POLICE DEPARTMENT","K9 UNIT","11 FRANKLIN STREET, SEYMOUR, CT 6483","SEYMOUR","CT"
12,16,2015,"CLARK COUNTY SHERIFF'S OFFICE","K-9 DIVISION","501 EAST COURT, SUITE 159, JEFFERSONVILLE, IN 47130","JEFFERSONVILLE","IN"
12,18,2015,"(B6)","MUSKOGEE POLICE DEPARTMENT","ATTN: K-9 UNIT, 7200 SOUTH CHEROKEE STREET, MUSKOGEE, OK 74401","MUSKOGEE","OK"
2,11,2015,"(B6)",NA,"DEPARTMENT OF COMMERCE-NIST, 325 BROADWAY, 2-1112, BOULDER, CO 80305","BOULDER","CO"
12,31,2014,"GEORGIA STATE PATROL","K9 TRAINING AND CERT","5040 HWY 53, BRASELTON, GA 30517","BRASELTON","GA"
9,11,2014,"DRUG ENFORCEMENT ADMINISTRATION","DEA METRO NARCOTICS TASK FORCE","348 EAST SOUTH TEMPLE, SALT LAKE CITY, UT 84111","SALT LAKE CITY","UT"
11,19,2014,"PASADENA POLICE DEPARTMENT","K-9 UNIT","1201 DAVIS ST., PASADENA, TX 77506","PASADENA","TX"
3,24,2003,"PASADENA INDEPENDENT SCHOOL","DISTRICT POLICE DEPARTMENT","1515 CHERRYBROOK, PASADENA, TX 77502","PASADENA","TX"
4,24,2003,"(B6)","ENID POLICE DEPARTMENT","301 W GARRIOTT, ENID, OK 73701","ENID","OK"
5,12,2003,"CAMBRIDGE ISOTOPE LAB INC",NA,"50 FRONTAGE RD, ANDOVER, MA 1810","ANDOVER","MA"
11,4,2014,"OGDENSBURG POLICE DEPARTMENT","(B6)","800 PARK STREET, OGDENSBURG, NY 13669","OGDENSBURG","NY"
7,17,2014,"DEKALB COUNTY SHERIFFS DEPARTMENT","ATTN: (B6)","215 E 8TH STREET, AUBURN, IN 46706","AUBURN","IN"
7,28,2014,"EXCEL K9 SERVICES INC",NA,"6454 WINCHELL ROAD, HIRAM, OH 44234","HIRAM","OH"
12,1,2014,"ALLAMAKEE COUNTY SHERIFFS OFFICE","ATTN: (B6)","110 ALLAMAKEE STREET, PO BOX 289, WAUKON, IA 52172","WAUKON","IA"
1,16,2015,"MOORHEAD POLICE DEPT","ATTN: K-9 UNIT","915 AVE N, MOORHEAD, MN 56560","MOORHEAD","MN"
9,21,2015,"TRIPWIRE OPERATIONS GROUP",NA,"1685 BALTIMORE PIKE, GETTYSBURG, PA 17325","GETTYSBURG","PA"
7,29,2014,"KENNER POLICE DEPARTMENT","(B6)","500 VETERANS BOULEVARD, KENNER, LA 70062","KENNER","LA"
8,5,2015,"KANAWHA COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","301 VIRGINIA ST. EAST, CHARLESTON, WV 25301","CHARLESTON","WV"
9,23,2014,"BELMONT POLICE DEPARTMENT","ATTN: K-9 UNIT","16 FULLER STREET, BELMONT, NH 3220","BELMONT","NH"
10,17,2014,"WABASH COUNTY SHERIFF DEPARTMENT","(B6)","79 WEST MAIN STREET, WABASH, IN 46992","WABASH","IN"
10,16,2014,"WEILL CORNELL MEDICAL COLLEGE,.","BRAIN AND MIND RESEARCH INSTITUTE","407 E 61ST STREET 3RD FL, NEW YORK, NY 10065","NEW YORK","NY"
10,31,2014,"(B6)","WINCHESTER NEUROLOGICAL CONSULTANTS","125 MEDICAL CIRCLE, WINCHESTER, VA 22601","WINCHESTER","VA"
8,18,2014,"MADISONVILLE POLICE DEPARTMENT","ATTN: K-9 UNIT / (B6)","99 EAST CENTER STREET, MADISONVILLE, KY 42431","MADISONVILLE","KY"
9,2,2014,"FIRST LINE K9 OF ALASKA LLC",NA,"2005 CASEY CUSACK LP, ANCHORAGE, AK 99515","ANCHORAGE","AK"
9,15,2014,"CULLMAN COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","1910 BEECH AVENUE SE, CULLMAN, AL 35055","CULLMAN","AL"
10,31,2014,"POINTE COUPEE SHERIFF'S OFFICE","ATTN: K-9 UNIT / (B6)","1919 HOSPITAL ROAD, SUITE B, NEW ROADS, LA 70760","NEW ROADS","LA"
7,31,2014,"(B6)","COMANCHE COUNTY SHERIFFS DEPT","ATTN: K-9 UNIT, 315 SW 5TH STREET, RM102, LAWTON, OK 73501","LAWTON","OK"
8,13,2014,"WILLIAMSPORT BOROUGH OF POLICE","ATTN: K-9 UNIT / (B6)","245 WESTFOURTH STREET, WILLIAMSPORT, PA 17701","WILLIAMSPORT","PA"
9,17,2014,"CHEROKEE COUNTY SHERIFF'S OFFICE K-9 UNIT","(B6)","312 EAST FREDERICK STREET, GAFFNEY, SC 29340","GAFFNEY","SC"
8,19,2014,"(B6)","ATTN: K-9 UNIT","PURCELL POLICE DEPARTMENT, 1515 N GREEN AVENUE, PURCELL, OK 73080","PURCELL","OK"
1,16,2015,"(B6)","ATTN: K-9 UNIT","BROKEN ARROW JUSTICE CENTER, 2304 SOUTH FIRST PLACE, BROKEN ARROW, OK 74012","BROKEN ARROW","OK"
8,18,2014,"CLAY COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT / (B6)","295 COURTHOUSE DRIVE, HAYESVILLE, NC 28904","HAYESVILLE","NC"
8,28,2014,"WHITE COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","1210 HULSEY RD, CLEVELAND, GA 30528","CLEVELAND","GA"
9,8,2014,"UNIVERSITY OF NORTH DAKOTA POLICE DEPARTMENT","(B6)","3851 CAMPUS ROAD STOP 9035, GRAND FORKS, ND 58202","GRAND FORKS","ND"
1,15,2015,"K10 WORKING DOGS LLC",NA,"5800 CURRAN DRIVE, VON ORMY, TX 78073","VON ORMY","TX"
8,14,2014,"TOWN OF HAMBURG POLICE DEPARTMENT","ATTN: K-9 UNIT / PATROLMAN (B6)","2728 LAKEVIEW ROAD, BUILDING J, HAMBURG, NY 14075","HAMBURG","NY"
9,4,2014,"PALM BEACH COUNTY SCHOOL DISTRICT POLICE","ATTN: K-9 UNIT / (B6)","3330 FOREST HILL BLVD., SUITE B-127, WEST PALM BEACH, FL 33406","WEST PALM BEACH","FL"
10,1,2014,"EMMET COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","3460 HARBOR PETOSKEY ROAD, HARBOR SPRINGS, MI 49740","HARBOR SPRINGS","MI"
9,24,2014,"RAID CORP TEXAS, INC.","(B6)","206 S DIXON ST, STE 102, GAINESVILLE, TX 76240","GAINESVILLE","TX"
6,15,2015,"(B6)","OKLAHOMA DEPT. OF CORRECTIONS","NORTHEAST OKLAHOMA CORRECTIONAL CENTER, 442586 EAST 250 RD, VINITA, OK 74301","VINITA","OK"
9,9,2014,"HARKER HEIGHTS POLICE DEPARTMENT","K-9 UNIT","402 INDIAN TRAIL, HARKER HEIGHTS, TX 76548","HARKER HEIGHTS","TX"
9,17,2014,"U.S. FOREST SERVICE","ATTN: K-9 UNIT","1103 S. JEFFERSON, AVA, MO 65608","AVA","MO"
4,15,2015,"(B6)","MAYO CLINIC PHARMACY","BRACKENRIDGE BLDG, LOWER LEVEL, 21 SECOND STREET SW, BK-B10G, ROCHESTER, MN 55902","ROCHESTER","MN"
5,19,1994,"NEWTON POLICE DEPT",NA,"120 EAST 7TH ST, NEWTON, KS 67114","NEWTON","KS"
3,3,2015,"MILWAUKEE COUNTY HOUSE OF CORRECTION","ATTN: K-9 UNIT / (B6)","8885 SOUTH 68TH STREET, FRANKLIN, WI 53132","FRANKLIN","WI"
6,8,2015,"(B6)","MINNESOTA EPILEPSY GROUP PA","225 SMITH AVENUE NORTH, SUITE 201, SAINT PAUL, MN 55102","SAINT PAUL","MN"
3,13,2015,"SEDALIA POLICE DEPARTMENT","ATTN: K-9 UNIT","201 WEST 2ND STREET, SEDALIA, MO 65301","SEDALIA","MO"
4,17,2015,"NORTH FAYETTE TOWNSHIP POLICE DEPT","ATTN: K-9 UNIT","400 NORTH BRANCH ROAD, OAKDALE, PA 15071","OAKDALE","PA"
4,15,2015,"ROUTT COUNTY SHERIFFS OFFICE","ATTN K-9 UNIT","2025 SHIELD DR, STEAMBOAT SPRINGS, CO 80477","STEAMBOAT SPRINGS","CO"
3,23,2015,"PARKER POLICE DEPARTMENT","ATTN: K-9 UNIT","1001 WEST PARK ST., PANAMA CITY, FL 32404","PANAMA CITY","FL"
3,13,2015,"CARBON COUNTY SHERIFF'S OFFICE","CANINE UNIT","415 WEST PINE STREET, P O BOX 190, RAWLINS, WY 82301","RAWLINS","WY"
3,24,2015,"PLAQUEMINES PARISH SHERIFF OFFICE","ATTN: K-9 UNIT/(B6)","300 MAIN STREET, SUITE A, BELLE CHASSE, LA 70037","BELLE CHASSE","LA"
6,15,2015,"JONESBORO POLICE DEPARTMENT","ATTN: K-9 UNIT","1001 S. CARAWAY ROAD, JONESBORO, AR 72401","JONESBORO","AR"
3,23,2015,"ALBEMARLE POLICE DEPARTMENT","ATTN: K-9 UNIT","203 N. SECOND STREET, ALBEMARLE, NC 28001","ALBEMARLE","NC"
4,27,2015,"LOOGOOTEE POLICE DEPARTMENT","ATTN: K-9 UNIT","401 JFK AVENUE, LOOGOOTEE, IN 47553","LOOGOOTEE","IN"
3,13,2015,"(B6)","HINTON POLICE DEPARTMENT","ATTN: K-9 UNIT / , 119 EAST MAIN STREET, HINTON, OK 73047","HINTON","OK"
3,18,2015,"SAVANNAH STATE UNIVERSITY PD","ATTN: K-9 UNIT","3219 COLLEGE STREET, SAVANNAH, GA 31404","SAVANNAH","GA"
5,20,2015,"DEPT STATE HOSPITALS NAPA PD","ATTN: K-9 UNIT","2100 NAPA VALLEJO HWY., NAPA, CA 94558","NAPA","CA"
4,21,2015,"SAN MATEO SHERIFF'S OFFICE","ATTN: K-9 UNIT, DEP. (B6)","400 COUNTY CENTER, REDWOOD CITY, CA 94063","REDWOOD CITY","CA"
4,24,2015,"ANOKA COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","13301 HANSON BLVD NW, ANDOVER, MN 55304","ANDOVER","MN"
6,26,2015,"GLOUCESTER SHERIFFS OFFICE","ATTN: K-9 UNIT","7502 JUSTICE DRIVE, GLOUCESTER, VA 23061","GLOUCESTER","VA"
5,19,2015,"CITY OF HAILEY POLICE DEPARTMENT","ATTN: K-9 UNIT / (B6)","115 SOUTH MAIN STREET, SUITE C, HAILEY, ID 83333","HAILEY","ID"
6,17,2015,"(B6)","USF HEALTH","2 TAMPA GENERAL CIRCLE, TAMPA, FL 33606","TAMPA","FL"
4,30,2015,"CRAWFORD COUNTY SHERIFFS DEPT","ATTN: K-9 UNIT / (B6)","224 NORTH BEAUMONT ROAD, PRAIRIE DU CHIEN, WI 53821","PRAIRIE DU CHIEN","WI"
4,15,2015,"SAGUACHE COUNTY SHERIFF DEPT","ATTN K-9 UNIT","530 5TH ST, SAGUACHE, CO 81149","SAGUACHE","CO"
4,13,2015,"THAYER POLICE DEPARTMENT","ATTN: K-9 UNIT","102 FRONT STREET, THAYER, MO 65791","THAYER","MO"
4,13,2015,"MONTANA HIGHWAY PATROL","MHP DISTRICT 6 (B6)","ATTN: K-9 UNIT COMMANDER, 410 1ST STREET EAST, SUITE 4, POLSON, MT 59860","POLSON","MT"
5,28,2015,"STUTSMAN COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","205 6 ST SE, JAMESTOWN, ND 58401","JAMESTOWN","ND"
3,31,2015,"CITY OF WEST BUECHEL POLICE","ATTN: K-9 UNIT","3705 BASHFORD AVE, LOUISVILLE, KY 40218","LOUISVILLE","KY"
4,20,2015,"NORTHAMPTON COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","5211 THE HORNES, P.O. BOX 68, EASTVILLE, VA 23347","EASTVILLE","VA"
4,9,2015,"CITY OF SHERMAN POLICE DEPARTMENT","ATTN: K-9 UNIT","317  S TRAVIS STREET, SHERMAN, TX 75090","SHERMAN","TX"
3,9,2012,"(B6)","THE PAIN CENTER OF ARIZONA","3900 E CAMELBACK, SUITE 190, PHOENIX, AZ 85018","PHOENIX","AZ"
10,11,2011,"KILGORE POLICE DEPARTMENT","ATTN: K-9 UNIT","909 N. KILGORE STREET, KILGORE, TX 75662","KILGORE","TX"
11,1,2011,"FRANKLIN COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","1945 FREBIS AVE., COLUMBUS, OH 43206","COLUMBUS","OH"
12,7,2011,"KINGSVILLE POLICE DEPARTMENT","ATTN: K9 UNIT","1700 E. KING AVENUE, KINGSVILLE, TX 78363","KINGSVILLE","TX"
6,7,2012,"BAYPORT POLICE DEPARTMENT","ATTN: K9 UNIT / (B6)","294 N. 3RD STREET, BAYPORT, MN 55003","BAYPORT","MN"
11,23,2011,"SHAWNEE POLICE DEPT","ATTN: K-9 UNIT","5850 RENNER RD, SHAWNEE, KS 66217","SHAWNEE","KS"
12,23,2015,"NYC DEPARTMENT OF CORRECTION",NA,"75-20 ASTORIA BLVD SUITE 350, EAST ELMHURST, NY 11370","EAST ELMHURST","NY"
2,9,2016,"ST. CLAIR P.D.","CITY OF ST. CLAIR","1 PAUL PARKS DR., SAINT CLAIR, MO 63077","SAINT CLAIR","MO"
1,11,2016,"(B6)","MUSKOGEE POLICE DEPARTMENT","501 N MAIN, STE 119 (PHYSICAL), 112 S 3RD STREET (MAILING), MUSKOGEE, OK 74401","MUSKOGEE","OK"
12,4,2015,"(B6)","MCALESTER POLICE DEPARTMENT","28 E. WASHINGTON, MCALESTER, OK 74501","MCALESTER","OK"
12,14,2015,"(B6)","HOBART POLICE DEPARTMENT","204 NORTH LINCOLN, HOBART, OK 73651","HOBART","OK"
2,22,2016,"STATE OF ALASKA DEPT. OF CORRECTIONS",NA,"1400 E. THIRD AVE, ANCHORAGE, AK 99501","ANCHORAGE","AK"
1,14,2016,"ATTICA CITY POLICE DEPT.",NA,"200 S. MCDONALD ST., ATTICA, IN 47918","ATTICA","IN"
12,16,2015,"(B6)","DAVIS POLICE DEPARTMENT","403 EAST MINNIE, DAVIS, OK 73030","DAVIS","OK"
12,30,2015,"USDA FOREST SERVICE, MT","REXFORD RANGER DISTRICT-KOOTENAI NF","ATTN: K-9 UNIT, 949 US HWY 93N, EUREKA, MT 59917","EUREKA","MT"
12,15,2015,"(B6)","CITY OF CHICKASHA POLICE DEPARTMENT","2001 W IOWA AVE, CHICKASHA, OK 73018","CHICKASHA","OK"
12,15,2015,"PRESTONSBURG POLICE DEPARTMENT",NA,"200 NORTH LAKE DRIVE, PRESTONSBURG, KY 41653","PRESTONSBURG","KY"
1,19,2016,"ESSEX COUNTY SHERIFF'S DEPT.","(B6) K9 UNIT","20 MANNING AVE., ATTN DEP.  / LT. , MIDDLETON, MA 1949","MIDDLETON","MA"
2,1,2016,"ECTOR COUNTY I.S.D POLICE DEPT. K-9 DIV",NA,"809 W CLEMENTS ST., ODESSA, TX 79763","ODESSA","TX"
1,28,2016,"TOWN OF DALE POLICE DEPARTMENT",NA,"103 SOUTH WALLACE STREET, DALE, IN 47523","DALE","IN"
12,21,2015,"(B6)","CITY OF SHAWNEE","16 W 9TH ST, SHAWNEE, OK 74801","SHAWNEE","OK"
12,17,2015,"HAMDEN POLICE DEPARTMENT","K-9 UNIT","2900 DIXWELL AVE, HAMDEN, CT 6518","HAMDEN","CT"
3,17,2016,"HAYWOOD COUNTY SHERIFF'S OFFICE",NA,"1620 BROWN AVE., WAYNESVILLE, NC 28786","WAYNESVILLE","NC"
3,7,2016,"(B6)","HYDRO POLICE DEPARTMENT","105 WEST 5TH, HYDRO, OK 73048","HYDRO","OK"
1,21,2016,"PUEBLO COUNTY SHERIFF'S OFFICE",NA,"909 COURT ST, PUEBLO, CO 81003","PUEBLO","CO"
2,4,2016,"CALIFORNIA UNIVERSITY OF PA POLICE","ATTN: K-9 UNIT / (B6)","250 UNIVERSITY AVENUE, CALIFORNIA, PA 15419","CALIFORNIA","PA"
1,11,2016,"ZAPATA COUNTY I.S.D. POLICE DEPT","ATTN: K-9 UNIT","1302 GLENN STREET, ZAPATA, TX 78076","ZAPATA","TX"
1,26,2016,"ANKENY POLICE DEPARTMENT",NA,"411 SW ORDNANCE RD, ANKENY, IA 50023","ANKENY","IA"
1,7,2016,"US FISH & WILDLIFE SERVICES MCRNWRC","ATTN: K-9 UNIT / (B6)","64 MAPLE STREET, BURBANK, WA 99323","BURBANK","WA"
3,11,2016,"LEWIS COUNTY SHERIFFS DEPARTMENT",NA,"112 SECOND ST, SUITE 102, VANCEBURG, KY 41179","VANCEBURG","KY"
1,15,2016,"USDA FOREST SERVICE","UWHARRIE NATIONAL FOREST","789 NC 24/27, TROY, NC 27371","TROY","NC"
4,29,1999,"MC HENRY COUNTY SHERIFF'S",NA,"NARCOTICS DIVISION, 2200 N SEMINARY AVENUE, WOODSTOCK, IL 60098","WOODSTOCK","IL"
6,9,2008,"ONTARIO-OREGON DEPT OF CORRECTIONS","SIU K9","777 STANTON BLVD, ONTARIO, OR 97914","ONTARIO","OR"
6,9,2008,"UMATILLA-OREGON DEPT OF CORRECTIONS","SIU K-9","82911 BEACH ACCESS ROAD, UMATILLA, OR 97882","UMATILLA","OR"
1,30,2008,"COEUR D'ALENE POLICE DEPARTMENT",NA,"3818 SCHREIBER WAY, COEUR D ALENE, ID 83815","COEUR D ALENE","ID"
6,11,2008,"DODGE STATE PRISON","GEORGIA DEPT. OF CORRECTIONS","2971 OLD BETHEL RD, P.O. BOX 276, CHESTER, GA 31012","CHESTER","GA"
10,17,2008,"TENNESSEE HIGHWAY PATROL",NA,"283 STEWARTS FERRY PIKE, NASHVILLE, TN 37214","NASHVILLE","TN"
11,12,2015,"(B6)","TOWN OF OOLOGAH POLICE DEPARTMENT","225 W ALTA AVE, OOLOGAH, OK 74053","OOLOGAH","OK"
12,10,2015,"LIPOMED",NA,"ONE BROADWAY 8TH FLOOR, CAMBRIDGE, MA 2142","CAMBRIDGE","MA"
5,20,2015,"OSCEOLA COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT","325 W. UPTON AVE., REED CITY, MI 49677","REED CITY","MI"
7,10,2015,"(B6)","UNIV OF CA- SAN FRANCISCO","1450 3RD STREET, ROOM HD483, SAN FRANCISCO, CA 94158","SAN FRANCISCO","CA"
6,15,2015,"ALACHUA COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","101 NE 35TH AVENUE, GAINESVILLE, FL 32609","GAINESVILLE","FL"
4,23,2015,"AGRICULTURAL RESEARCH PROGRAMS,PROFESSOR (B6)","PURDUE UNIVERSITY","8343 US 231 SOUTH, THROCKMORTON PURDUE AGRICULTURAL CENTER, LAFAYETTE, IN 47909","LAFAYETTE","IN"
6,17,2015,"UNIVERSITY OF VERMONT,,",NA,"146 LINE ROAD, ALBURGH, VT 5440","ALBURGH","VT"
7,16,2015,"(B6)","UNIVERSITY OF HAWAII JABSOM","651 ILALO STREET BSB222, BSB 222, HONOLULU, HI 96813","HONOLULU","HI"
6,24,2015,"(B6)","STRONG MEMORIAL HOSPITAL PHARMACY DEPT","601 ELMWOOD AVENUE, ROOM 5-6725, BOX 638, ROCHESTER, NY 14642","ROCHESTER","NY"
6,12,2015,"(B6)","TULSA POLICE DEPT, ATTN:K-9 UNIT","6066 E. 66TH ST. N., TULSA, OK 74117","TULSA","OK"
6,12,2015,"GRAVES COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","101 EAST SOUTH STREET, MAYFIELD, KY 42066","MAYFIELD","KY"
7,29,2015,"RICHLAND COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","413 3RD AVENUE N, WAHPETON, ND 58075","WAHPETON","ND"
4,27,2015,"HANCOCK COUNTY SHERIFFS DEPT","ATTN: K-9 UNIT, (B6)","123 EAST MAIN STREET, GREENFIELD, IN 46140","GREENFIELD","IN"
4,24,2015,"LAKE CITY POLICE DEPARTMENT K-9 UNIT",NA,"202 KELLEY STREET, PO BOX 1329, LAKE CITY, SC 29560","LAKE CITY","SC"
4,10,2015,"FRANKLIN COUNTY SHERIFFS DEPT.","ATTN: K-9 UNIT","371 MAIN STREET, BROOKVILLE, IN 47012","BROOKVILLE","IN"
5,7,2015,"GAINESVILLE POLICE DEPARTMENT","ATTN: PROPERTY AND EVIDENCE","515 NW 8TH AVENUE, GAINESVILLE, FL 32627","GAINESVILLE","FL"
7,16,2015,"POCOMOKE CITY POLICE DEPT","ATTN: K-9 UNIT","1500 MARKET STREET, POCOMOKE CITY, MD 21851","POCOMOKE CITY","MD"
6,30,2015,"FLORIDA DEPARTMENT OF CORRECTIONS","SOUTH FLORIDA RECEPTION CENTER","CANINE UNIT, 14000 NW 41ST ST, DORAL, FL 33178","DORAL","FL"
6,29,2015,"AUBREY ISD POLICE DEPARTMENT","(B6)","510 SPRING HILL, AUBREY, TX 76227","AUBREY","TX"
6,3,2015,"KALAMAZOO PUBLIC SAFETY","ATTN: K-9 UNIT","1005 GULL ROAD, KALAMAZOO, MI 49048","KALAMAZOO","MI"
5,29,2015,"RED LODGE POLICE DEPARTMENT","ATTN: K-9 UNIT","1 SOUTH PLATT, RED LODGE, MT 59068","RED LODGE","MT"
5,1,2015,"WESTON COUNTY SHERIFF","ATTN: K-9 UNIT","25 NORTH SUMNER AVE, NEWCASTLE, WY 82701","NEWCASTLE","WY"
4,16,2015,"TOWN OF CHINA GROVE","ATTN: K-9 UNIT","205 SWINK STREET, CHINA GROVE, NC 28023","CHINA GROVE","NC"
5,22,2015,"(B6)","MIDWEST CITY POLICE DEPT","100 N. MIDWEST BLVD., MIDWEST CITY, OK 73110","MIDWEST CITY","OK"
10,7,2015,"UNITED STATES DEPT OF THE INTERIOR","BUREAU OF LAND MANAGEMENT","ATTN: K-9 UNIT / , 355 HEMSTED DRIVE, REDDING, CA 96002","REDDING","CA"
5,26,2015,"LAFOURCHE PARISH SHERIFF'S OFFICE","ATTN: K-9 UNIT","805 CRESENT BLVD., LOCKPORT, LA 70374","LOCKPORT","LA"
6,22,2015,"MORGANTON DEPT OF PUBLIC SAFETY","ATTN: K-9 UNIT / (B6)","304 SOUTH COLLEGE STREET, MORGANTON, NC 28655","MORGANTON","NC"
4,23,2015,"TONTO APACHE TRIBAL POLICE","TONTO APACHE RESERVATION #30","ATTN: K-9 UNIT / , PAYSON, AZ 85541","PAYSON","AZ"
5,5,2015,"WICHITA COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","900 7TH STREET, RM 100, WICHITA FALLS, TX 76301","WICHITA FALLS","TX"
1,21,2016,"(B6)","UNIVERSITY OF RI COLLEGE OF PHARMACY","7 GREENHOUSE ROAD, KINGSTON, RI 2881","KINGSTON","RI"
6,30,2015,"ARKANSAS COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT / (B6)","302 SOUTH COLLEGE, STUTTGART, AR 72160","STUTTGART","AR"
5,12,2015,"BERRIEN COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","500 COUNTY FARM ROAD, NASHVILLE, GA 31639","NASHVILLE","GA"
5,5,2015,"(B6)","GARFIELD COUNTY SHERIFF'S DEPT","1020 S 10TH, ENID, OK 73701","ENID","OK"
6,30,2015,"WARD COUNTY SHERIFFS DEPARTMENT","ATTN: K-9 UNIT","300 E. 4TH, MONAHANS, TX 79756","MONAHANS","TX"
5,16,2015,"PACESETTER K9 LLC",NA,"555 COUNTY ROAD 200, LIBERTY HILL, TX 78642","LIBERTY HILL","TX"
5,1,2015,"VALLEY CENTER POLICE","ATTN: K-9 UNIT","616 E 5TH, VALLEY CENTER, KS 67147","VALLEY CENTER","KS"
10,26,2011,"MOLINE POLICE DEPARTMENT","ATTN: K-9 UNIT","1640 6TH AVE, MOLINE, IL 61265","MOLINE","IL"
12,13,2011,"BLACK TOOTH K-9 SOLUTIONS LLC","ATTN: (B6), CANINE HANDLER","1224 ROSEWOOD CT, SHERIDAN, WY 82801","SHERIDAN","WY"
11,17,2011,"MONTROSE COUNTY SHERIFF'S OFFICE","ATTN: K-9 UNIT, (B6)","1200 NORTH GRAND AVENUE, MONTROSE, CO 81401","MONTROSE","CO"
12,13,2011,"MASON COUNTY SHERIFFS OFFICE","ATTN: K-9 UNIT","210 WESTMORELAND STREET, P O BOX 391, MASON, TX 76856","MASON","TX"
10,17,2011,"DODGE COUNTY SHERIFF'S OFFICE","ATTN: (B6)","428 N. BROAD STREET, FREMONT, NE 68025","FREMONT","NE"
1,20,2012,"BUREAU OF LAND MANAGEMENT",NA,"301 DINOSAUR TRAIL, SANTA FE, NM 87508","SANTA FE","NM"
10,27,2011,"LAMAR POLICE DEPARTMENT",NA,"437 WEST MAIN STREET, P.O. BOX 700, LAMAR, AR 72846","LAMAR","AR"
2,24,2012,"(B6)",NA," , BERLIN, NJ 8009","BERLIN","NJ"
2,12,2013,"LAKE CITY POLICE DEPARTMENT","ATTN: K-9 UNIT","225 NW MAIN BOULEVARD, LAKE CITY, FL 32055","LAKE CITY","FL"
11,30,2011,"BREMEN POLICE DEPARTMENT","ATTN: K-9 UNIT","123 S. CENTER ST., BREMEN, IN 46506","BREMEN","IN"
10,28,2011,"RUSK POLICE DEPARTMENT","(B6)","197 SOUTH MAIN ST, RUSK, TX 75785","RUSK","TX"
11,28,2011,"EAST LYME POLICE DEPARTMENT","ATTN: K-9 UNIT","278 MAIN STREET, NIANTIC, CT 6357","NIANTIC","CT"
12,7,2011,"HARRIS COUNTY CONSTABLE PRECINCT FIVE","ATTN: K9 UNIT","17423 KATY FREEWAY, HOUSTON, TX 77094","HOUSTON","TX"
